葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
威亚德酒庄18年树龄干红葡萄酒,2547,"Weiyade 18-year-old Vine Red, Yantai, China",红葡萄酒,威亚德葡萄酒业,"('赤霞珠',)",花香果香,这款葡萄酒选用威亚德酒庄18年树龄所产的赤霞珠葡萄精心酿制成，酒体呈现出漂亮的宝石红色，色泽迷人。酒体浓厚，带有浓郁的果香和些微淡淡的烤橡木味道，适合搭配红肉等食物。
威亚德橡木桶窖藏大师级精品干红葡萄酒,2390,"Weiyade Master Oaked Red, Yantai, China",红葡萄酒,威亚德葡萄酒业,"('赤霞珠',)",酒香醇厚入口柔顺,这款葡萄酒选用威亚德酒庄精心种植的酿酒葡萄精心酿制而成。酒体呈现出漂亮的宝石红色，色泽迷人。酒液散发着迷人的果香还有橡木桶陈年带来的烤面包和香草的香气，酒香醇厚，入口柔顺，是款不错的干红葡萄酒。
凤凰酒庄传奇蛇龙珠干红葡萄酒,985,"Chateau Phoenix Legand Cabernet Gernischt, Penglai, China",红葡萄酒,烟台凤凰酒庄,"('蛇龙珠',)",浆果烟熏,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质蛇龙珠葡萄为原料，经先进生产工艺低温发酵经橡木桶陈酿精制而成，呈宝石红色，具有浓郁的浆果、烟熏味、和谐的酒香和橡木香，入口醇厚而圆润、酒体饱满、协调，回味绵延，典型性强。
凤凰酒庄传情赤霞珠干红葡萄酒,1160,"Chateau Phoenix Passion Cabernet Sauvignon, Penglai, China",红葡萄酒,烟台凤凰酒庄,"('赤霞珠',)",,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质栖霞珠葡萄为原料，经先进生产工艺低温发酵而成，该款呈宝石红色，具有浓郁的果香、和谐的酒香和橡木香，入口醇厚而圆满、酒体饱满、协调，回味绵延，风格独特。
凤凰酒庄传情蛇龙珠干红葡萄酒,1022,"Chateau Phoenix Passion Cabernet Gernischt, Penglai, China",红葡萄酒,烟台凤凰酒庄,"('蛇龙珠',)",,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质蛇龙珠葡萄为原料，经先进生产工艺低温发酵经橡木桶陈酿精制而成，呈宝石红色，具有浓郁的浆果、烟熏味、和谐的酒香和橡木香，入口醇厚而圆润、酒体饱满、协调，回味绵延，典型性强。
凤凰酒庄传世蛇龙珠干红葡萄酒,1086,"Chateau Phoenix Traditinal Cabernet Gernischt, Penglai, China",红葡萄酒,烟台凤凰酒庄,"('蛇龙珠',)",浆果烟熏,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质蛇龙珠葡萄为原料，经先进生产工艺低温发酵经橡木桶陈酿精制而成，呈宝石红色，具有浓郁的浆果、烟熏味、和谐的酒香和橡木香，入口醇厚而圆润、酒体饱满、协调，回味绵延，典型性强。
凤凰酒庄传奇雷司令干白葡萄酒,1362,"Chateau Phoenix Legand Riesling, Penglai, China",白葡萄酒,烟台凤凰酒庄,"('雷司令',)",,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质雷司令葡萄为原料，经先进生产工艺低温发酵而成。该款酒有清新的果味，果香、酒香新鲜、浓郁，风格高雅，入口爽净怡人，具有雷司令葡萄酒典型性风格
凤凰酒庄传情雷司令干白葡萄酒,1434,"Chateau Phoenix Passion Riesling, Penglai, China",白葡萄酒,烟台凤凰酒庄,"('雷司令',)",,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质雷司令葡萄为原料，经先进生产工艺低温发酵而成。该款酒有清新的果味，果香、酒香新鲜、浓郁，风格高雅，入口爽净怡人，具有雷司令葡萄酒典型性风格
凤凰酒庄传奇赤霞珠干红葡萄酒,1043,"Chateau Phoenix Legand Cabernet Sauvignon, Penglai, China",红葡萄酒,烟台凤凰酒庄,"('赤霞珠',)",果香橡木风味,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质赤霞珠葡萄为原料，经先进生产工艺低温发酵而成，该款呈宝石红色，具有浓郁的果香、和谐的酒香和橡木香，入口醇厚而圆满、酒体饱满、协调，回味绵延，风格独特。
凤凰酒庄传世赤霞珠干红葡萄酒,1257,"Chateau Phoenix Traditinal Cabernet Sauvignon, Penglai, China",红葡萄酒,烟台凤凰酒庄,"('赤霞珠',)",果香橡木风味,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质栖霞珠葡萄为原料，经先进生产工艺低温发酵而成，该款呈宝石红色，具有浓郁的果香、和谐的酒香和橡木香，入口醇厚而圆满、酒体饱满、协调，回味绵延，风格独特。
凤凰酒庄尚城天御蛇龙珠干红葡萄酒,1258,"Chateau Phoenix Sunch Cabernet Gernischt, Penglai, China",红葡萄酒,烟台凤凰酒庄,"('蛇龙珠',)",,本品精选“世界七大葡萄海岸”之一中国•蓬莱凤凰山谷的优质蛇龙珠葡萄为原料，经先进生产工艺低温发酵经橡木桶陈酿精制而成，呈宝石红色，具有浓郁的浆果、烟熏味、和谐的酒香和橡木香，入口醇厚而圆润、酒体饱满、协调，回味绵延，典型性强。
国宾盛唐晚收甜白葡萄酒,1196,"Chateau State Guest Sweet White, Penglai, China",白葡萄酒,国宾酒庄,"('小满胜', '玛尔维萨')",白花蜂蜜热带水果,这款葡萄酒酒体呈凝练的浅金色，带有浓稠的花香、果香、蜜香和热带水果香，入口香甜华美、柔滑、丰韵，具有甜润、高贵、典雅的特质，让人流连忘返。
国宾锦唐珍藏级高级干红葡萄酒,1188,"Chateau State Guest Jintang Grand Reserve Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('梅洛', '歌海娜', '赤霞珠')",香草红色浆果,这款葡萄酒采用80%的赤霞珠、10%的梅洛和10%的歌海娜精酿而成。葡萄酒色泽呈宝石红色，香气浓馥优雅，具有典型的红色浆果的香气，酒香和橡木香和谐完美，带有怡人的香草气息，酒体丰满，宽阔圆润，富有层次，复合而协调，均衡美妙，留香持久，回味无穷。
国宾锦唐特选级高级干红葡萄酒,1119,"Chateau State Guest Jintang Special Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('歌海娜', '赤霞珠')",黑醋栗红色浆果,这款葡萄酒采用国际酿酒名种佳美娜和赤霞珠精酿而成。葡萄酒色泽呈宝石红色，香气馥郁，具有典型的黑醋栗和红色浆果的香气，橡木香优雅，酒体完整，舒顺圆润、平衡协调，回味悠长。
国宾盛唐干白葡萄酒,1100,"Chateau State Guest Shengtang Dry White, Penglai, China",白葡萄酒,国宾酒庄,"('长相思',)",西番莲青椒醋栗番茄叶,这款葡萄酒色泽呈淡禾杆黄色，富含雅致浓郁的柑橘、葡萄柚、西番莲、青椒、醋栗、番茄叶等水果香。该酒口感圆润平衡，香气清新馥郁、清爽宜人，酸度活泼，犹如大唐盛世涌入中原酒肆的胡姬青黛画眉红锦靴，让人眼前一亮，过目不忘，容貌美艳而又有一丝冷峻，其实却包藏一颗热情奔放的心。
国宾盛唐繁花似锦干红葡萄酒,1256,"Chateau State Guest Blossoming Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('赤霞珠',)",黑醋栗红色浆果,这款葡萄酒选用赤霞珠葡萄酿制而成，犹如一颗红宝石卧于杯中，色泽沉稳而瑰丽；香气芬芳馥郁，宽阔舒展，酒香和陈酿橡木香和谐完美；口感饱满圆润，而又能感觉到蕴含其间的结构风骨；回味悠长，让人难以释怀。
国宾盛唐开元干白葡萄酒,1440,"Chateau State Guest Shengtang Kaiyuan Dry White, Penglai, China",白葡萄酒,国宾酒庄,"('霞多丽',)",桃子甜瓜奶油干果,这款葡萄酒色泽呈禾杆黄色，闻之富含浓郁的桃子、甜瓜、奶油和干果般的香气，口感丰满顺滑，水果特性和烤面包及橡木香和谐完美，恰到好处的酸度又给人活泼的感觉，如同大唐盛世的大家闺秀尊贵优雅，丰盈肥美，知书达理、喜行不言色，又平易近人。
国宾盛唐御干红葡萄酒,944,"Chateau State Guest Shengtang Yu Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('西拉',)",黑莓黑李子黑咖啡香料雪松烟草,该款葡萄酒色泽呈沉稳富丽的深浆果色，黑莓、黑李子、黑咖啡香气同橡木桶赋予的香料、雪松、烟草香交织融合，丰厚复杂。该酒酒体醇厚丰满，雄浑强劲，芳香馥郁，均衡协调，给人以无与伦比的美感享受，尽显尊贵与优雅，顶级的性格和卓越的品质彰显它是酒中极品。
国宾盛唐开元干红葡萄酒,853,"Chateau State Guest Shengtang Kaiyuan Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('赤霞珠',)",黑加仑子巧克力香草烟熏,这款葡萄酒色泽呈深宝石红色，闻之富含浓郁的黑加仑子、巧克力和陈酿橡木香口感圆润丰满，层次多样，骨架分明，好像一位自信而又有独特性格的盛唐武士。葡萄酒有旧世界和新世界之分，这款酒是新世界干红葡萄酒的代表，丰满肥厚，平易近人。
国宾锦唐优选级高级干红葡萄酒,767,"Chateau State Guest Jintang Optimal Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('西拉', '赤霞珠')",红醋栗草莓樱桃,这款葡萄酒采用国际酿酒名种赤霞珠和西拉精酿而成。葡萄酒色泽呈宝石红色，香气浓郁，具有红醋栗和红色浆果的香气，橡木香淡雅，酒体完整，柔顺平衡，果香充盈，回味悠长。
国宾盛唐干红葡萄酒,1119,"Chateau State Guest Shengtang Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('赤霞珠',)",黑醋栗雪松香草烟熏,这款葡萄酒选用赤霞珠酿制而成，犹如一颗红宝石卧于杯中，色泽沉稳而瑰丽；香气芬芳馥郁，宽阔舒展，酒香和陈酿橡木香和谐完美；口感饱满圆润，而又能感觉到蕴含其间的结构风骨；回味悠长，让人难以释怀。该酒如同大唐盛世时的国人沉稳而不呆滞，舒展而不拘谨，圆润而不圆滑，充满着自信的气度，坚持着自身的风骨。
国宾盛唐贵宾干红葡萄酒,769,"Chateau State Guest Shengtang Honoured Guest Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('赤霞珠',)",黑加仑子香草,这款葡萄酒呈亮丽的宝石红色，香气浓馥优雅，酒香和橡木香和谐完美，带有怡人的黑加仑子香气。酒体平衡，舒顺圆润，均衡美妙，回味悠长。
国宾盛唐贞观干红葡萄酒,848,"Chateau State Guest Shengtang Zhenguan Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('梅洛',)",黑莓李子黑巧克力雪茄黑胡椒,这款葡萄酒艳丽而华贵，香气芬芳和谐，复杂馥郁，层层叠叠，持久迷人，口感圆润厚实、细腻柔顺，精致优雅，余韵绕梁，无比尊贵。这款酒能让人感受到雍容大度，丰厚甘美。这款酒是旧世界干红葡萄酒的代表，蕴含着深厚的历史，代表的是高尚的文化积累，它是盛世时的名门贵胄，高贵与生俱来，不带任何修饰。
国宾盛唐贵宾干白葡萄酒,959,"Chateau State Guest Shengtang Honoured Guest Dry White, Penglai, China",白葡萄酒,国宾酒庄,"('意大利雷司令',)",梨子柠檬水果糖,这款葡萄酒色泽浅黄带绿，晶亮透明，带有浓郁的梨子、柠檬和水果糖的香气，酒香怡人，清新舒爽，酸度均衡，余韵纯净，留香持久，是一款新鲜精致的葡萄酒。
国宾锦唐干红葡萄酒,930,"Chateau State Guest Jintang Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('赤霞珠',)",红色浆果香草巧克力,这款葡萄酒采用国际酿酒名种赤霞珠精酿而成。葡萄酒色泽呈宝石红色，香气浓郁，具有红色浆果的香气，橡木香淡雅，酒体完整，柔顺平衡，果香充盈，适口易饮，回味悠长。
国宾盛唐天宝干红葡萄酒,738,"Chateau State Guest Shengtang Tianbao Dry Red, Penglai, China",红葡萄酒,国宾酒庄,"('西拉',)",黑李子巧克力香料皮革,这是一款新世界和旧世界风格兼而有之的葡萄酒。该酒色泽呈深浆果色，富含浓郁的黑李子、巧克力和香料气息，并伴有一丝皮革、辛辣风味，口感强劲丰饶，芳香馥郁，结构严谨，单宁紧实，彰显独特风格，余味持久悠长。
蓬城典藏级1996金色王朝赤霞珠干红葡萄酒,2823,"Pontcity Reserve 1996 Golden Dynasty Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台润兴葡萄酒,"('赤霞珠',)",,本品以名贵酿酒葡萄赤霞珠为原料，采用先进工艺精酿，窖藏多年，口味醇厚，柔顺适中，酒体丰满，有立体感。
蓬城金色庄园珍藏级干红葡萄酒,2538,"Pontcity Golden Manor Reserve Dry Red Wine, Yantai, China",红葡萄酒,烟台润兴葡萄酒,"('赤霞珠',)",,呈现深宝石红色，具有葡萄酒典型的果香、酒香以及橡木风味，口味醇正舒顺。
蓬城卡客赤霞珠干红葡萄酒,1024,"Pontcity Cake Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台润兴葡萄酒,"('赤霞珠',)",,酒色呈宝石红色，酒体丰满，口味柔顺悠长。
蓬城窖藏级1992金色王朝蛇龙珠干红葡萄酒,1563,"Pontcity Cellar Reserve 1992 Golden Dynasty Cabernet Gernischt, Yantai, China",红葡萄酒,烟台润兴葡萄酒,"('蛇龙珠',)",,本品以名贵酿酒葡萄蛇龙珠为原料，采用先进工艺精酿，窖藏多年，口味醇厚，柔顺适中，酒体丰满，有立体感。
蓬城珍藏级1998金色王朝梅洛干红葡萄酒,1999,"Pontcity Reserve 1998 Golden Dynasty Merlot, Yantai, China",红葡萄酒,烟台润兴葡萄酒,"('梅洛',)",,本品以名贵酿酒葡萄赤霞珠为原料，采用先进工艺精酿，窖藏多年，口味醇厚，柔顺适中，酒体丰满，有立体感。
蓬城雷司令干白葡萄酒,1453,"Pontcity Riesling Dry White Wine, Yantai, China",白葡萄酒,烟台润兴葡萄酒,"('雷司令',)",,该酒呈现秆黄色，口味醇厚，既保持了原有的果香，又有新鲜的橡木风味。
蓬城18年老树赤霞珠干红葡萄酒,1133,"Pontcity 18-Year Old Vine Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台润兴葡萄酒,"('赤霞珠',)",,采用蓬莱海岸的优质酿酒葡萄为原料，精心酿造而成的干型葡萄酒，色泽为宝石红色，典型性突出。
蓬城卡客珍藏干红葡萄酒,1332,"Pontcity Cake Reserve Dry Red Wine, Yantai, China",红葡萄酒,烟台润兴葡萄酒,(),,酒色呈宝石红色，酒体丰满，口味柔顺悠长。
华东百利酒庄百利私藏西拉干红葡萄酒,2530,"Chateau Parry Private Reserve Shiraz Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('西拉',)",口感醇厚层次细腻,这款葡萄酒以精选欧洲名贵酿酒葡萄品种西拉为原料，由法国国宝级酿酒世家——尼古拉家族第六代传人严格遵循家族酿酒传统，浓缩百年酿酒之经验，经法国进口橡木桶陈酿二十四个月而成，保存于尊贵定制瓶中，仅供私人收藏以及限量供用欧洲顶级酒行，数量极少，品质极佳。
华东庄园特制蛇龙珠干红葡萄酒,1347,"Huadong Vineyard Cuvee Cabernet Gernischt Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('蛇龙珠',)",色泽亮丽柔滑醇厚,这款葡萄酒以精选名贵酿酒葡萄品种蛇龙珠为原料，由中外酿酒师严格按照OIV标准，采用先进的工艺技术控温发酵，并经法国进口橡木桶陈酿而成。该酒色泽亮丽，口感柔滑醇厚，果香浓郁、酒香怡人，其优良的品质倍受各界消费者的青睐，用其佐餐肉制品更具独特风味。
华东庄园优良产区赤霞珠干红葡萄酒,1152,"Huadong Vineyard Premium Cabernet Sauvignon Dry Red Wine, Qingdao, China",红葡萄酒,华东庄园,"('赤霞珠',)",独特高雅品质卓越,这款葡萄酒精选欧洲名贵酿酒葡萄品种赤霞珠为原料，由中外酿酒师采用先进的工艺技术控温发酵并用橡木桶藏酿而成，创造了华东庄园高级赤霞珠干红葡萄酒独特高雅的品位，品质卓越，尽显尊荣，实乃名酒中的珍藏版。
华东窖藏五年佳美干红葡萄酒,2474,"Huadong Vineyard Five Year Cellar Reserve Gamay Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('佳美',)",口感鲜美果香浓郁,这款葡萄酒精选青岛华东葡萄酒酒庄的法国名贵酿酒葡萄品种佳美为原料，严格按照国际OIV酿酒标准，经中外酿酒师精心酿制而成。本酒呈亮丽的宝石红色，酒体适中，口感鲜美，果香浓郁，具有似樱桃、红枣的香气和风味。
青岛高级干红葡萄酒,2412,"Tsingtao Premium Red Wine, China",红葡萄酒,华东庄园,(),馨香优雅口感醇和,这款葡萄酒以精选中国青岛最佳葡萄产区优质红葡萄品种为原料，采用国际先进的生产工艺和设备，集百年酿酒技术之精华，严格按照国际OIV标准，精心酿制而成。本酒呈亮丽的宝石红色，馨香优雅，口味醇和，佐餐牛排、烤肉等效果极佳。
华东百利酒庄百利至尊七年霞多丽干白葡萄酒,1162,"Chateau Parry Cuvee Prestige Seven Year Old Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",果香浓郁酒体丰满回味悠长,这款葡萄酒精选法国名贵酿酒葡萄品种霞多丽，采用国际先进酿造工艺兼以橡木桶陈酿18个月，限量酿制而成。该酒酒色金黄，果香浓郁，酒体丰满，回味悠长，实为名酒中的至尊版。
华东酒庄精酿蛇龙珠干红葡萄酒,1391,"Huadong Vineyard Cuvee Cabernet Gernischt Dry Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('蛇龙珠',)",口感顺滑结构平衡,这款葡萄酒精选名贵酿酒葡萄品种蛇龙珠为原料，由中外酿酒师采用先进的工艺技术控温发酵酿制而成的干型葡萄酒。本酒果香浓郁、酒香怡人，其优良的品质倍受各界消费者青睐，用其佐餐肉制品更具独特风味。
华东酒庄精酿霞多丽干白葡萄酒,936,"Huadong Vineyard Cuvee Chardonnay Dry White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",口感柔顺结构平衡,这款葡萄酒精选欧洲名贵酿酒葡萄品种霞多丽为原料，由中外酿酒师采用先进的工艺技术控温发酵并用橡木桶藏酿而成。创造了华东酒庄高级霞多丽干白葡萄酒独特高雅的品位，品质卓越，尽显尊荣。实乃名酒中的珍藏版。
青岛橡木桶霞多丽干白葡萄酒,538,"Tsingtao Oaked Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",酒体丰满口感均衡,这款葡萄酒属复杂型干白葡萄酒，装瓶前在百年酒窖中经橡木桶陈酿，果香浓郁，呈深禾秆黄色，有成熟桃子等热带水果的香气，酒体丰满，口感均衡。佐餐海鲜、河鲜或浅色肉等，美酒佳肴相得益彰。
华东庄园至尊霞多丽干白葡萄酒,1431,"Huadong Vineyard Cuvee Prestige Chardonnay Red Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",酒体丰满回味悠长,这款葡萄酒精选法国名贵酿酒葡萄品种霞多丽，采用国际先进酿造工艺兼以橡木桶陈酿，限量酿制而成。酒色金黄，果香浓郁，酒体丰满，回味悠长，实为名酒中的至尊版。
华东庄园窖藏七年赤霞珠干红葡萄酒,791,"Huadong Vineyard Seven Year Cellar Reserve Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",酒体丰满架构均衡,这款葡萄酒采用先进的工艺技术控温发酵精心酿制而成，装瓶前经法国橡木桶陈酿十八个月以上，并保存于特别定制的雾瓶中，酒体呈亮丽的宝石红色，酒香醇和、馥郁，酒体丰满，架构均衡，实为中国干红葡萄酒之珍品，是野味、煎牛排等红肉的绝佳配餐酒。
华东百利酒庄3L窖藏赤霞珠干红葡萄酒,439,"Chateau Parry 3L Reserve Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",酒体丰满架构均衡,这款葡萄酒严格按照OIV标准，精心酿制而成。装瓶前，在华东·百利酒庄大酒窖的法国橡木桶中藏酿18个月以上，使酒香更加醇和，果香与橡木香气和谐融于一体，酒体丰满，架构均衡，有巧克力、甘草、薄荷的味道，充分体现窖藏对酒体的润饰，是野味、煎牛排等肉类及红肉的绝佳搭配，实为中国干红葡萄酒之珍品。
华东佳美干红葡萄酒,752,"Huadong Vineyard Gamay Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),入口干爽果香浓郁,这款葡萄酒是以引进法国名种佳美葡萄为原料，严格按照国际OIV酿酒标准，经中外酿酒师精心酿制而成。本酒呈鲜亮的宝石红色，具有似樱桃、红枣的果香气，入口干爽，果香浓郁，在欧洲高规格而庄重的宴会上是贵族绅士们不可缺少的高雅饮品。
华东庄园精品高级干红葡萄酒,790,"Huadong Vineyard Finest Reserve Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),酒香怡人口感纯正,这款葡萄酒由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。该酒呈亮丽的宝石红色，果香浓郁，酒香怡人，口感纯正、顺滑，是亲朋好友聚会的上佳饮品。
华东百利酒庄百利至尊七年赤霞珠干红葡萄酒,931,"Chateau Parry Cuvee Prestige Seven Year Old Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",香气浓郁和谐酒体复杂而平衡,这款葡萄酒精选法国名贵酿酒葡萄品种赤霞珠，采用国际先进酿造工艺兼以橡木桶陈酿，限量酿制而成。该酒呈亮丽的宝石红色，香气浓郁和谐，酒体复杂而平衡，回味绵绵悠长，实为名酒中的至尊版。
华东庄园优良产区高级干白葡萄酒,2186,"Huadong Vineyard Premium Dry White Wine, Tsingtao, China",白葡萄酒,华东庄园,(),舒顺爽口酒体丰满,这款葡萄酒精选欧洲名贵葡萄品种为原料，由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。本酒色泽微黄带绿，澄清透明，果香浓郁，酒香怡雅，纯正细腻，酒味舒顺爽口，酒体丰满，是亲朋好友聚会的上佳饮品。
华东百利酒庄百利珍藏赤霞珠干红葡萄酒,764,"Chateau Parry Private Reserve Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",馥郁细致醇厚顺滑,这款酒呈亮丽的深宝石红色，果香优雅怡人，酒质馥郁而细致，入口醇厚而顺滑，品后如丝绒般柔和，口感平衡而圆润。柔中带劲，深度极佳，是值得珍藏之佳酿，搭配野味、煎牛排等肉类及红肉则美妙绝伦。
华东酒庄五年藏酿蛇龙珠干红葡萄酒,867,"Huadong Vineyard Cellar Reserve Cabernet Gernischt Dry Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('蛇龙珠',)",品质优良色泽亮丽,这款葡萄酒采用先进的工艺技术控温发酵，并经法国进口橡木桶陈酿而成。该酒色泽亮丽，口感柔滑醇厚，果香浓郁、酒香怡人，其优良的品质倍受各界消费者青睐，用其佐餐肉制品更具独特风味。
华东庄园橡木桶窖藏赤霞珠干红葡萄酒,1705,"Huadong Vineyard Cellar Reserve Oaked Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",酒香馥郁，架构均衡,这款葡萄酒装瓶前在法国橡木桶中藏酿18个月以上，使酒香更加醇和，果香与橡木香气和谐融于一体，酒香馥郁，架构均衡，充分体现藏酿对酒体的润饰，是野味、煎牛排等肉类及红肉的绝佳搭配，实为中国干红葡萄酒之珍品。
华东庄园窖藏七年莎当妮干白葡萄酒,625,"Huadong Vineyard Seven Year Cellar Reserve Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,(),果香浓郁，入口圆滑甘醇,这款葡萄酒在装瓶前经法国橡木桶陈酿十八个月以上，并保存于特别定制的雾瓶中，酒体明亮清澈，呈深禾秆黄色，果香浓郁，入口圆滑甘醇，有丝绸般纤柔感，回味悠长，实为中国干白葡萄酒之珍品，用其佐餐海鲜更具独特风味。
华东庄园优良产区雷司令干白葡萄酒,1111,"Huadong Vineyard Premium Riesling Dry White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('雷司令',)",澄澈清透、酒香怡人,这款葡萄酒精选欧洲名贵葡萄品种雷司令为原料，由中外酿酒师采用国际先进的工艺技术低温发酵酿制而成。本酒澄澈清透、酒香怡人，其优良的品质倍受各界消费者青睐，用其佐餐海鲜更具独特风味。
华东特级窖藏蛇龙珠干红葡萄酒,1145,"Huadong Vineyard Premium Cellar Reserve Cabernet Gernischt Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('蛇龙珠',)",柔滑醇厚果香浓郁,这款葡萄酒精选名贵酿酒葡萄品种蛇龙珠为原料，由中外酿酒师严格按照国际OIV标准，采用先进的工艺技术控温发酵，并经法国进口橡木桶陈酿而成。该酒色泽亮丽，口感柔滑醇厚，果香浓郁、酒香宜人，其优良的品质倍受各界消费者的青睐，用其佐餐肉制品更具独特风味。
青岛橡木桶赤霞珠干红葡萄酒,589,"Tsingtao Oaked Cabernet Sauvignon Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",和谐细腻层次丰富,这款葡萄在酒装瓶前在百年酒窖中经橡木桶蕴藏，使酒香更加醇和，呈亮丽的宝石红色，深蕴而香味稳重，果香优雅，酒体丰满均衡，入口和谐细腻，层次丰富，有黑加仑果香，是牛排、野味烤肉等红肉的最佳配餐酒。
华东百利酒庄百利至尊莎当妮干白葡萄酒,1170,"Chateau Parry Cuvee Prestige Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",果香浓郁酒体丰满,这款葡萄酒选法国名贵酿酒葡萄品种霞多丽为原料，倾注全部心血，采用国际先进酿造工艺兼以橡木桶陈酿18个月，限量酿制而成。本酒酒色金黄，果香浓郁，酒体丰满，回味悠长，实为名酒中的至尊版。
华东酒庄精酿雷司令干白葡萄酒,1225,"Huadong Vineyard Cuvee Riesling Dry White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('雷司令',)",澄澈晶透酒香怡人,这款葡萄酒精选欧洲名贵酿酒葡萄品种薏丝琳(Riesling)为原料，由中外酿酒师采用先进的工艺技术控温发酵酿制而成的干型葡萄酒。本酒澄澈晶透、酒香怡人，其优良的品质倍受各界消费者青睐，用其佐餐海鲜更具独特风味。
华东百利酒庄百利珍藏霞多丽干白葡萄酒,545,"Chateau Parry Private Reserve Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",凝重优雅澄澈晶透,这款酒凝重优雅，雍容华贵。观其色，淡青鹅黄，澄澈晶透；闻其香，如成熟的果实，沁人心脾；品其味则有似奶油般和谐绵长的感觉，是中国干白葡萄酒的典型代表。佐餐龙虾、生蚝、螃蟹等上乘海鲜，美妙绝伦。
华东庄园优良产区高级干红葡萄酒,610,"Huadong Vineyard Premium Dry Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),果香浓郁酒香怡人,这款葡萄酒精选欧洲名贵葡萄品种为原料，由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。本酒呈宝石红色，果香浓郁，酒香怡人，口感纯正、顺滑，是亲朋好友聚会的上佳饮品。
华东庄园至尊赤霞珠干红葡萄酒,729,"Huadong Vineyard Cuvee Prestige Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",浓郁和谐绵绵悠长,华东庄园至尊赤霞珠干红葡萄酒为纪念创始人百利先生，由澳大利亚资深酿酒师MalcolmRay精选法国名贵葡萄品种赤霞珠，采用国际先进酿造工艺兼以橡木桶陈酿，限量酿制而成。本酒呈亮丽的宝石红色，香气浓郁和谐，酒体复杂而平衡，回味绵绵悠长，实为名酒中的至尊版。
