葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
法桐堡手选级有机干红葡萄酒,842,"Chateau Fatong Hand-picked Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",蓝莓李子胡椒,这款葡萄酒带有清新的蓝莓果香，混合李子和胡椒的芬芳，柔和的橡木气息，口感香醇润滑。适合搭配熏牛排、烤羊肉、野味和奶酪等食物。
冠龙原生级有机干红葡萄酒,1877,"Crowndragon Originally Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",莓浆果橡木桶,这款优质的黑葡萄级天然桑果香料的完美结合，经橡木桶的陈酿，酒体厚重，酒香浓郁，带有轻悠的胡椒辛辣，果味丰富，在常温下搭配奶酪、红肉，更显莓浆果和橡木桶的浓厚口感，适合与红烧肉、小牛排等菜肴搭配。
法桐堡串选级有机干红葡萄酒,1348,"Chateau Fatong Special Selection Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",黑加仑橡木覆盆子,这款葡萄酒香味淳朴，带有柔和的橡木芬芳级清幽的蓝莓和黑加仑的气息，口感圆润，上佳品味，覆盆子水果香气伴有轻微橡木桶带有的丁香，展现出天鹅绒般的细腻，以及柔和的单宁产生的令人愉悦的黑醋栗香味，适合搭配烤牛肉和烤羊肉。
冠龙串选级有机干红葡萄酒,1212,"Crowndragon Special Selection White, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",烤橡木、李子、黑松露,这款葡萄酒中度酒体，深红色色泽，富有香料，胡椒和肉类气味。单宁充足，浓郁的黑醋栗，烤橡木、李子和黑松露余韵。适合搭配烤肉、红烧鱼和椒盐虾蟹类。
法桐堡原生级有机干红葡萄酒,797,"Chateau Fatong Originally Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",黑加仑草莓香草,这款葡萄酒带有浓郁的黑加仑和草莓的果香味，橡木桶陈酿带来了优雅的香草、咖啡气息，酒体丰满、圆润，余味悠长，适合搭配熏牛排，烤羊肉、野味和奶酪等食物。
法桐堡珍藏级有机干红葡萄酒,962,"Chateau Fatong Reserved Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",胡椒辛辣浓厚,这款源自黑葡萄级天然桑果香料的完美结合，经橡木桶的陈酿，酒体厚重，酒香浓郁，带有轻悠的胡椒辛辣，果味丰富，在常温下搭配奶酪、红肉，更显莓浆果和橡木的浓厚口感。
冠龙粒选级有机干红葡萄酒,1071,"Crowndragon Selection Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",黑莓黑胡椒李子香料,这款葡萄酒呈现出樱桃红色泽，富有成熟李子和香料气味，单宁柔和而圆润，结合李子、黑莓和黑胡椒口感，余韵充满浓郁黑皮果实味道。适合搭配牛扒、烤羊排和卤肉等菜肴。
伊珠2007赤霞珠干红葡萄酒,828,"Yizhu 2007 Cabernet Sauvignon, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",黑醋栗、黑樱桃、李子、太妃糖,这款酒带有明显的黑色水果香气和一些陈年香气，香气复杂、自然，口感圆润多汁，结构复杂、平衡。
伊珠晚红蜜秋韵葡萄酒,1575,"Yizhu Qiuyun Saperavi, Xinjiang, China",甜酒,新疆伊珠葡萄酒,"('晚红蜜',)",,本产品以晚红蜜品种为原料，推迟采收，充分成熟，使糖和其它营养成分充分积累，保留了葡萄的全价营养成分。具有深宝石红色泽艳丽、果香清新宜人，糖、酒、酸比到达最佳和谐、酒体丰满肥硕、即具干红葡萄酒的深沉，又有甜型葡萄酒的和顺优雅、回味延绵悠长。给人以丰富的内涵和想象力。
伊珠纯红葡萄酒,1597,"Yizhu Chunhong, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这是一款香气较为清新的葡萄酒，带有明显的黄桃、草莓等水果香气，酒精度低于通常情况下的12度，非常适合搭配火锅等。
伊珠2003干红葡萄酒,1674,"Yizhu 2003, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这款酒呈现石榴红色，散发出的香气已由新鲜的水果转变为干果，散发着淡淡的樱桃干、无花果干的香气，口感细腻、优雅，口感平衡。
伊珠冰雪传奇白冰葡萄酒,1275,"Yizhu Bingxuechuanqi Ice Wine, Xinjiang, China",甜酒,新疆伊珠葡萄酒,"('白玉霓',)",蜜饯、黄桃、蜂蜜,这款酒非常甜美，带有丰富的水果蜜饯香气，蜂蜜、甜桃，口感甜蜜，酸度平衡，让人口舌生津。
伊珠精制干红葡萄酒,905,"Yizhu Fine, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,酿造这款葡萄酒所使用的葡萄经过严格筛选，品质上乘，酿造出的葡萄酒散发着新鲜的水果香气，如樱桃、树莓、车厘子等，口感圆润、结构平衡是一款非常优秀的葡萄酒。
伊力特红冰葡萄酒,1537,"Yilite Red Ice Wine, Inner Mongolia, China",甜酒,新疆伊珠葡萄酒,"('白玉霓', '赤霞珠')",草莓、樱桃、杏脯、黄桃蜜饯、蜂蜜,这款酒带有成熟的草莓、红樱桃的芬芳，杏脯、桃干、蜂蜜的甜香，口感圆润多汁，酒体饱满，结构平衡。
伊珠全汁桃红葡萄酒,810,"Yizhu Quanzhi Rose, Xinjiang, China",桃红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这款酒清新优雅，香气浓度适中，带有草莓、樱桃、柑橘等水果气息。
伊珠全汁红葡萄酒,896,"Yizhu Quanzhi, Xinjiang, China",桃红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这款酒清新优雅，酒精度较一般水平葡萄酒略低，口感圆润、清新，香气新鲜迷人，非常易饮。
伊珠精选干红葡萄酒,753,"Yizhu Selected, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这是一款果香充裕的葡萄酒，香气清新，带有新鲜的黑醋栗、黑樱桃、红樱桃，口感平衡、柔顺，结构平衡。
伊珠晚红蜜秋硕葡萄酒,810,"Yizhu Qiushuo Saperavi, Xinjiang, China",甜酒,新疆伊珠葡萄酒,"('晚红蜜',)",,本产品以晚红蜜品种为原料，推迟采收，充分成熟，使糖和其它营养成分充分积累，保留了葡萄的全价营养成分。具有深宝石红色泽艳丽、果香清新宜人，糖、酒、酸比到达最佳和谐、酒体丰满肥硕、即具干红葡萄酒的深沉，又有甜型葡萄酒的和顺优雅、回味延绵悠长。给人以丰富的内涵和想象力。
伊珠圆桶红冰葡萄酒,1005,"Yizhu Yuantong Red Ice Wine, Xinjiang, China",甜酒,新疆伊珠葡萄酒,"('白玉霓', '赤霞珠')",黄桃、糖渍草莓、蜂蜜,这款酒口感甜蜜，带有明显的蜂蜜、黄桃、糖渍草莓等甜蜜气息，口感圆润饱满，酸度适中，整款酒非常平衡。
伊珠霞多丽干白葡萄酒,677,"Yizhu Chardonnay, Xinjiang, China",白葡萄酒,新疆伊珠葡萄酒,"('霞多丽',)",,这是一款香气浓郁的葡萄酒，呈现出明显的柑橘、桃子、柠檬的香气，口感顺滑，结构平衡。
伊珠橡木桶干红葡萄酒,1018,"Yizhu Oak Barrel, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",黑樱桃、黑醋栗、青梗、烘烤橡木,这款葡萄酒以橡木桶独立包装，采用伊犁河谷的砂质土壤种植的优质葡萄为原料，经特殊工艺技术和独特的储存方法精制而成，酒体呈宝石红色，色泽鲜艳，具有青梗、橡木香气，滋味醇厚，回味悠长，果香优雅，品质上等，备受各界消费者的青睐。
伊珠葡萄庄园红葡萄酒,854,"Yizhu Grape Estate, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这款酒略微带有甜味，非常适合国人口感，香气清新自然，入口圆润，口感平衡，结构清新。
伊珠鑫雅干红葡萄酒,509,"Yizhu Xinya, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",黑醋栗、黑樱桃,这款酒以新鲜的水果香气为主导，散发出明显的黑色樱桃、黑醋栗等水果香气，酒体结构清新，香气浓郁，口感柔顺。
伊珠99干红葡萄酒,574,"Yizhu 99, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这款酒带有非常成熟的水果味，甚至有一些果干气息，黑醋栗、黑樱桃，甚至带有一些毛皮气息，口感圆润，结构平衡。
伊珠赤霞珠干红葡萄酒,513,"Yizhu Cabernet Sauvignon, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",,这款葡萄酒呈靓丽的宝石红色，香气充沛，带有明显的黑醋栗、黑樱桃、李子等水果香气，口感顺滑、平衡，有结构感。
伊珠晚红蜜秋酿葡萄酒,871,"Yizhu Qiuniang Saperavi, Xinjiang, China",甜酒,新疆伊珠葡萄酒,"('晚红蜜',)",,本产品以晚红蜜品种为原料，推迟采收，充分成熟，使糖和其它营养成分充分积累，保留了葡萄的全价营养成分。这款酒口感微甜，圆润饱满，口感多汁，酸甜平衡。
伊珠圆桶白冰葡萄酒,1220,"Yizhu Yuantong Ice Wine, Xinjiang, China",甜酒,新疆伊珠葡萄酒,"('白玉霓',)",杏脯、桃干、苹果干、蜂蜜,这款酒带有成熟的果脯香气，如杏脯、桃干，口感圆润多汁，结构平衡，较高的酸度很好的平衡了葡萄酒里的甜度，让人口舌生津，回味中带有非常多的成熟水果香气。
伊珠庄园珍藏干红葡萄酒,1584,"Yizhu Estate Riserva, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",黑醋栗、黑樱桃、李子、咖啡、巧克力,这款酒经过一定时间橡木桶陈酿，带有明显橡木桶陈酿带来的陈年香气，同时果香充裕，是一款非常平衡的葡萄酒。
伊珠鑫雅橡木桶窖藏干红葡萄酒,489,"Yizhu Xinya Barrel Cuvee, Xinjiang, China",红葡萄酒,新疆伊珠葡萄酒,"('赤霞珠',)",黑醋栗、李子、烘烤橡木、香草,这款酒经过长时间的窖藏陈酿品质出众，呈现石榴红色，香气浓郁，带有明显的黑醋栗、黑樱桃、李子、烘烤橡木、香草、咖啡、巧克力的香气，口感圆润饱满，有结构感，回味悠长。
戈壁春天霞多丽干白葡萄酒,928,"Gobi Spring Chardonnay, Xinjiang, China",白葡萄酒,瀚海葡园,"('霞多丽',)",柑橘、青苹果、葡萄柚,这是一款非常纯净的干白葡萄酒，透着浓郁的柑橘、青苹果和葡萄柚等香气，口感清爽，结构平衡，具有一定复杂度。
戈壁春天赤霞珠干红葡萄酒,2043,"Gobi Spring Cabernet Sauvignon, Xinjiang, China",红葡萄酒,瀚海葡园,"('赤霞珠',)",具有典型黑醋栗、黑莓等成熟黑浆果香气，怡人的雪松、香草及橡木香气，诸香融合协调,"这款酒呈深宝石红色,略带紫色调，澄清有光泽，香气浓郁、纯正，具有典型黑醋栗、黑莓等成熟黑浆果香气，怡人的雪松、香草及橡木香气，诸香融合协调，口感饱满紧实，结构平衡完整，滋味圆润醇厚，单宁细腻优雅，余味绵长；产区典型性强，具有较长储存潜力"
驼铃冰白葡萄酒,1463,"Chateau Tuoling White Icewine, Tulufan, China",甜酒,吐鲁番驼铃酒业,(),自然协调醇厚圆润,这款冰葡萄酒酒体晶莹剔透，甜味自然协调，醇厚圆润，回味悠长。
驼铃冰红葡萄酒,828,"Chateau Tuoling Red Icewine, Tulufan, China",甜酒,吐鲁番驼铃酒业,(),自然协调醇厚圆润,这款冰葡萄酒酒体晶莹剔透，甜味自然协调，醇厚圆润，回味悠长。
驼铃50年树龄梅鹿辄干红葡萄酒,1052,"Chateau Tuoling 50-Year Vine Merlot, Tulufan, China",红葡萄酒,吐鲁番驼铃酒业,"('梅洛',)",成熟浆果香草烘烤,这款葡萄酒的酿酒葡萄，得益于天山雪融水终年灌溉，北纬42°阳光炙热的沉淀，是园内50年老葡萄树。该酒传承古法工艺，结合现代酿造技艺精酿而成，果香浓郁，口感天成。
驼铃精选风干甜红葡萄酒,877,"Chateau Tuoling Selection Sweet Red, Tulufan, China",红葡萄酒,吐鲁番驼铃酒业,(),樱桃草莓,这是款具有地域特点的高品质葡萄酒，在原料的种植上严格控制产量，推迟采摘时间；在酿造工艺上融入传统方法，关键环节选择手工精制。该酒由新疆特有品种北醇酿制而成，酒体晶莹剔透，甜味自然协调，醇厚圆润，回味悠长。
驼铃浓缩岁月风干甜红葡萄酒,1102,"Chateau Tuoling Concentrated Time Sweet Red, Tulufan, China",红葡萄酒,吐鲁番驼铃酒业,(),自然协调醇厚圆润,这款葡萄酒精选吐鲁番深秋葡萄枝头上自然风干的葡萄精酿而成，酒中糖分增加30%，浓缩30%的水分。该酒由新疆特有品种北醇所酿造，酒体晶莹剔透，甜味自然协调，醇厚圆润，回味悠长。
驼铃吐鲁番葡萄熟了无核白葡萄酒,831,"Chateau Tuoling Turpan Ripe Grape Wuhebai, Tulufan, China",白葡萄酒,吐鲁番驼铃酒业,(),自然协调醇厚圆润,驼铃无核白葡萄酒采用新疆吐鲁番地区种植的无核白葡萄为原料，酒体晶莹剔透，气息芬芳自然，甜味自然协调，醇厚圆润，回味悠长。
驼铃全汁赤霞珠干红葡萄酒,876,"Chateau Tuoling Cabernet Sauvignon, Tulufan, China",红葡萄酒,吐鲁番驼铃酒业,"('赤霞珠',)",黑色浆果,这款葡萄酒以吐鲁番区域种植的酿酒品种葡萄赤霞珠和晚红蜜为主要原料，引进先进设备和工艺，结合传统酿酒技术，精心酿制而成。该酒呈宝石红，酒香幽雅独特，酒味醇美，回味悠长。
驼铃经典吐鲁番干红葡萄酒,895,"Chateau Tuoling Classic Turpan Dry Red, Tulufan, China",红葡萄酒,吐鲁番驼铃酒业,"('赤霞珠',)",成熟浆果香草咖啡,这款葡萄酒由产自吐鲁番的赤霞珠葡萄精酿而成，酒液呈晶莹的宝石红色，成熟的果香和橡木香萦绕不绝，酒体丰满，口感醇厚。
驼铃一万泉赤霞珠干红葡萄酒,1339,"Chateau Tuoling Yiwanquan Cabernet Sauvignon, Tulufan, China",红葡萄酒,吐鲁番驼铃酒业,"('赤霞珠',)",黑樱桃黑莓香草,这款葡萄酒选用吐鲁番一万泉产区的赤霞珠酿造而成，当地独特的气候资源精酿出这款令人回味的优质葡萄酒。该酒单宁结构优雅，酒体有层次，口感柔顺充盈，同时橡木桶的陈香在其间悠然而显。
驼铃哈什哈尔干白葡萄酒,920,"Chateau Tuoling Hashi Haer, Tulufan, China",白葡萄酒,吐鲁番驼铃酒业,(),木瓜葡萄柚百香果,这款葡萄酒充满了热带水果的风味，可清楚感受到木瓜、葡萄柚和百香果的味道。该酒清新的酸度触动着味蕾，并带出了其他水果的味道；圆润的结构结合平衡的甜度，尾韵留下清爽的口感。
驼铃古老无核白葡萄酒,901,"Chateau Tuoling Wuhebai, Tulufan, China",白葡萄酒,吐鲁番驼铃酒业,(),自然协调醇厚圆润,驼铃无核白葡萄酒采用新疆吐鲁番地区种植的无核白葡萄为原料。该酒酒体晶莹剔透，气息芬芳自然，甜味自然协调，醇厚圆润，回味悠长。
新疆玉龙传奇酒业赤霞珠干红葡萄酒（黄标）,846,"Yu Long Lengend Winery Yellow Mark Cabernet Sauvignon Red Wine, Xinjiang, China",红葡萄酒,新疆玉龙传奇酒业,"('赤霞珠',)",入口醇厚果味清新,这款籽料赤霞珠干红葡萄酒酒体呈优雅的红宝石色，果香浓郁，口感清新，余味悠长。原料经过精挑细选，采用十五年以上树龄之葡萄果实精心酿造而成，单宁顺滑，是款口味独特的赤霞珠干红葡萄酒。
新疆玉龙传奇酒业赤霞珠干红葡萄酒（黑标）,970,"Yu Long Lengend Winery Black Mark Cabernet Sauvignon Red Wine, Xinjiang, China",红葡萄酒,新疆玉龙传奇酒业,"('赤霞珠',)",果味浓郁优雅顺滑,这款葡萄酒选用植株树龄平均15年以上的老树所产的赤霞珠葡萄精心酿制而成。酒液呈现出漂亮的宝石红色，色泽迷人，散发着浓郁的水果香气，入口顺滑，酒体醇厚，是款不错的赤霞珠干红葡萄酒。
新疆玉龙传奇酒业赤霞珠干红葡萄酒（红标）,860,"Yu Long Lengend Winery Red Mark Cabernet Sauvignon Red Wine, Xinjiang, China",红葡萄酒,新疆玉龙传奇酒业,"('赤霞珠',)",浓郁清新,这款赤霞珠干红葡萄酒酒体呈优雅的红宝石色，果香浓郁，口感清新，余味悠长。原料经过精挑细选，采用十五年以上树龄之葡萄果实精心酿造而成。
天山河谷至尊版干红葡萄酒,4306,"Golden River Zhizun, Xinjiang, China",红葡萄酒,金河谷酒庄,"('赤霞珠',)",覆盆子、黑醋栗、蓝莓、青椒、甘草、丁香花蕾和烟熏的香味,香气是典型的赤霞珠风格覆盆子、黑醋栗、蓝莓、青椒、甘草、丁香花蕾和烟熏的香味。口感平衡，圆润和新鲜，其结构感强，单宁结实。饮用温度16度最佳。
天山河谷尊享版干红葡萄酒,4325,"Golden River Zunxiang, Xinjiang, China",红葡萄酒,金河谷酒庄,"('赤霞珠',)",黑醋栗、覆盆子、烟熏、皮革,该酒是天山南麗焉耆盆地金河谷酒庄有机葡萄酿造出的一款干红葡萄酒，品质高雅，果香浓郁，醇厚圆润，回味悠长等特点，是理想的宴宾收藏佳品。15到17度饮用。
天山河谷限量版赤霞珠干红葡萄酒,1928,"Tianshan River Limited Cabernet Sauvignon, Xinjiang, China",红葡萄酒,金河谷酒庄,"('赤霞珠',)",黑梅、黑加仑、雪茄烟、茴香草、茴香味,该款酒是金河谷酒庄的明星酒，产于天山南麗焉耆盆地每亩限产200公斤葡萄，本产品酒体醇厚，有黑梅、黑加仑、雪茄烟、茴香草、茴香味，结构丰满、口感平衡、优雅、有一定陈酿潜质，是一款高分酒。建议在15到17度饮用。
天山河谷珍藏版赤霞珠干红葡萄酒,1840,"Tianshan River Riserva Cabernet Sauvignon, Xinjiang, China",红葡萄酒,金河谷酒庄,"('赤霞珠',)",以浓郁饱满的黑色水果为主、烟草、皮革,该款酒采用天山南麗焉耆盆地产出的赤霞珠葡萄酿造，用法国橡木桶内陈酿而成，呈明亮的宝石红色，香气浓郁而清新，有黑果香味，单宁坚实，结构平衡，具有较好的回味。建议在15到17度饮用。
新疆维秘木塞来斯葡萄酒16度精品干红葡萄酒,2398,"Merceles Wine Vmi 16°Premium Red, Xinjiang, China",红葡萄酒,木塞来斯酒业,(),独特柔和,"这款葡萄酒既有鲜葡萄的清香，又带有少许酸涩，醇厚而柔和，香浓而滑畅。在酿制过程中，这款葡萄加入了枸杞、大芸、红枣和红花等几十种沙漠中的维药,风味独特，口感柔滑顺畅，是款别具特色的葡萄药酒。"
新疆维秘木塞来斯葡萄酒12度A款干红葡萄酒,956,"Merceles Wine Vmi 12°A Red, Xinjiang, China",红葡萄酒,木塞来斯酒业,(),醇厚柔和,这款葡萄酒既有鲜葡萄的清香，又带有少许酸涩，醇厚而柔和，香浓而滑畅。在酿制过程中，这款葡萄加入了枸杞、大芸、红枣和红花等几十种沙漠中的维药，口味独特。这款葡萄酒酒精度适中，口感接近德系口感。品质独特，选料晶亮，适合开胃佐餐。
新疆维秘木塞来斯葡萄酒12度精品干红葡萄酒,978,"Merceles Wine Vmi 12°Premium Red, Xinjiang, China",,木塞来斯酒业,(),独特柔和,这款葡萄酒以精选的和田红葡萄为原料，搭配枸杞、红枣和红花等中药材精心酿制而成。酒液颜色深浓，偏向紫红色，入口醇厚而柔和，回味悠长。适中的酒精度适合每日一小酌，强健身体。
新疆维秘木塞来斯葡萄酒12度B款干红葡萄酒,653,"Merceles Wine Vmi 12°B Red, Xinjiang, China",红葡萄酒,木塞来斯酒业,(),独特精良,这款葡萄酒选用产自塔克拉玛干沙漠边远的和田红葡萄作为原料，加入枸杞、大芸、红枣和红花等维药，药物与酒的结合是中国古老的创造。葡萄酒的特殊营养和多种植物药材的配伍，达到融合放大的效果。品质独特，选料晶亮，适合开胃佐餐。
新疆维秘木塞来斯葡萄酒15度精品干红葡萄酒,911,"Merceles Wine Vmi 15°Premium Red, Xinjiang, China",红葡萄酒,木塞来斯酒业,(),清新爽滑回味悠然,这款葡萄以葡萄汁、桑葚和沙棘为原料精心酿制而成，色如琥珀，醇厚而柔和，质如芳凝，香柔而滑畅。酒液散发着浓郁的花香，果味凝重个，并带有蜂蜜、柑橘和菠萝等热带水果的甜香，口感清新爽滑，回味悠然。
新疆维秘木塞来斯葡萄酒16度干红葡萄酒,692,"Merceles Wine Vmi 16°Red, Xinjiang, China",,木塞来斯酒业,(),芳香柔和,"这款葡萄酒既有鲜葡萄的清香，又带有少许酸涩，醇厚而柔和，香浓而滑畅。在酿制过程中，这款葡萄加入了枸杞、大芸、红枣和红花等几十种沙漠中的维药,药和酒搭配能最大程度地发挥药效。这款葡萄酒的酒精度略高，适合在正式场合饮用。"
新疆维秘木塞来斯葡萄酒8度B款干红葡萄酒,835,"Merceles Wine Vmi 8°B Red, Xinjiang, China",,木塞来斯酒业,(),口感滑畅回味丰富,"这款葡萄酒既有鲜葡萄的清香，又带有少许酸涩，醇厚而柔和，香浓而滑畅。在酿制过程中，这款葡萄加入了枸杞、大芸、红枣和红花等几十种沙漠中的维药,药和酒搭配能最大程度地发挥药效。再者，这款葡萄更适合中国人的传统口味，微甜带香，口感滑畅。"
新疆维秘木塞来斯葡萄酒8度A干红葡萄酒,908,"Merceles Wine Vmi 8°A Red, Xinjiang, China",红葡萄酒,木塞来斯酒业,(),独特芳香,"这款葡萄酒既有鲜葡萄的清香，又带有少许酸涩，醇厚而柔和，香浓而滑畅。在酿制过程中，这款葡萄加入了枸杞、大芸、红枣和红花等几十种沙漠中的维药,药和酒搭配能最大程度地发挥药效。这款葡萄更适合中国人的传统口味，口感滑畅。"
新疆维秘木塞来斯葡萄酒12度干红葡萄酒,747,"Merceles Wine Vmi 12°Red, Xinjiang, China",红葡萄酒,木塞来斯酒业,(),柔和顺畅,这款葡萄酒以精选的和田红葡萄为原料，搭配枸杞、红枣和红花等中药材精心酿制而成。酒液颜色深浓，偏向紫红色，入口醇厚而柔和，回味悠长。适中的酒精度适合每日一小酌，强健身体。
金源葡萄酒业霞多丽干白葡萄酒,929,"Jinyuan Winery Chardonnay White Wine, Xinjiang, China",白葡萄酒,金源葡萄酒业,(),精致芳香圆润,这款葡萄酒的颜色是明亮的金黄色与绿色相映衬，散发着甜瓜、凤梨和杏树的芳香，并伴有微妙的菠萝和橘子的香气。口感馥郁，新鲜饱满的果香迷漫着所有的空间，具有良好的持久性并保持酸度平衡。闻和尝起来都有很强的杏仁和杏的味道，非常精致芳香圆润。开瓶即可饮用，冷藏后饮用口感更佳。适合搭配各种鱼类、海鲜、鱼翅、焗鱼、生蚝、白切鸡、龙井虾仁、沙拉、蔬菜、清蒸豆腐、寿司、芝士及清淡奶酪。
金源葡萄酒业神话干红葡萄酒,1384,"Jinyuan Winery Mythology Red Wine, Xinjiang, China",,金源葡萄酒业,(),口感清新醇厚回味悠长,这款葡萄酒酒体柔和，呈宝石红色，散发着复杂的花香，并带有红色水果的香气，经过橡木桶的熟成。口感清新、醇厚且回味悠长。适合在12-14摄氏度内饮用。用餐前1小时倒入长颈瓶，搭配鲍汁菜式、海鲜、鱼翅、焗鱼、乳鸽、牛排、羊肉、香煎海鲜、烩或焖鱼类、卤水鸭鹅、鸭胸肉、中味芝士和口味较重的奶酪。
金源葡萄酒业经典黑皮诺干红葡萄酒,1195,"Jinyuan Winery Classic Pinot Noir Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,"('黑皮诺',)",,这款葡萄酒呈现出经典的红宝石色，艳丽明亮，带有肉桂、薄荷、烟熏类香气四溢，具有成熟的单宁酸和平衡顺口的酸甜度。典型的吐鲁番异域风情特点。可搭配烤肉，烧鹅，酱鸭等食物。最佳品尝温度为16-18°。
金源葡萄酒业高尊霞多丽干白葡萄酒,805,"Jinyuan Winery Premium Chardonnay White Wine, Xinjiang, China",白葡萄酒,金源葡萄酒业,(),回味长久清新,这款霞多丽干白葡萄酒呈现出中等淡柠檬黄色，酒体平衡。有植物性气息橘类水果伴随着桃子的气味、梨子的香气以及一些微妙的甘草、榛子和熏烤味扑鼻而来。其酸度予人以清新感受和长久回味，令人欲罢不能。这款酒表现出霞多丽葡萄的典型特质，是一款轻快的干性白葡萄酒。开瓶即可饮用，冷藏后饮用口感更佳。适合搭配各种鱼类、海鲜、鱼翅、焗鱼、生蚝、白切鸡、龙井虾仁、沙拉、蔬菜、清蒸豆腐、寿司、芝士及清淡奶酪。
金源葡萄酒业双支神话干红葡萄酒,621,"Jinyuan Winery Double Mythology Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,(),细致柔和,这款葡萄酒在最初几年展现深红宝石色泽。与空气接触后，酒中散发出许多层次的香气。红色水果和果酱香中，含着柔和的辛香与些许的香草香。口感很均匀，带着柔和的单宁与细致的尾韵。非常值得陈年、窖藏。几年后会出现结合皮革，森林里小树丛与烟熏的丰富味道。适合搭配羊排，牛排和乳酪等食物。
金源葡萄酒业冰白葡萄酒,1132,"Jinyuan Winery Ice Wine, Xinjiang, China",甜酒,金源葡萄酒业,(),清爽怡人回味无穷,这款冰白葡萄酒闪亮呈显著的稻草金黄色。冰酒是由葡萄藤上冰冻的葡萄酿制而成。冰酒酒香浓烈馥郁芳香，果香和花香突出，入口有明显的水果味，清爽怡人，回味无穷。是一款令人愉悦非常典型的吐鲁番冰白葡萄酒，非常适合日常的饮用及馈赠亲朋好友。开瓶即可饮用，冷藏后在4到8摄氏度饮用口感更佳。适合搭配各种鱼类、海鲜、鱼翅、焗鱼、生蚝、白切鸡、龙井虾仁、沙拉和蔬菜等。
金源葡萄酒业92珍藏红葡萄酒,716,"Jinyuan Winery 92 Reserve Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,(),长久芬芳爽口,这款葡萄酒是典型的平衡型赤霞珠葡萄酒，有着成熟的黑色水果味，酒体平衡，单宁柔顺适口，酒香浓烈，后味长久芬芳，酒体的平衡度拜成熟的葡萄所赐。同时新疆吐鲁番独特的异域气候赋予了这款干红自然优雅的酸度。该酒性价比堪称最高的超级吐鲁番产区酒，用平民的价格饮到皇家用酒。配餐辣炒小牛肉，红烧鸡肉，兔肉，红肉菜肴。品尝温度为16-18°C最佳。
金源葡萄酒业酒庄黑皮诺干红葡萄酒,1897,"Jinyuan Winery Chateau Pinot Noir Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,"('黑皮诺',)",果香浓郁草莓味浓,这款葡萄酒呈现出热情的宝石红色。红樱桃的香味扑鼻而来，柑橘皮和鲜姜味占据了主导地位。草莓味在口腔中回荡。肉桂和肉豆蔻混合着潮湿土壤味。经过橡木桶的熟成，其单宁感和酸度结合在一起赋予了这款酒优雅的平衡。用餐前1小时倒入长颈瓶，搭配红肉烧烤、野味、烧鸡、猪扒、辣子鸡、腊肠、猪肘、酥肉、肥肠、牛仔骨、羊肉、辛辣菜肴、香煎海鲜、烩或焖鱼类、卤水鸭鹅、鸭胸肉、意大利面和口味较重的奶酪。
金源葡萄酒业经典圆筒赤霞珠干红葡萄酒,542,"Jinyuan Winery Classic Cylinder Cabernet Sauvignon Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,(),醇香细致,这款葡萄酒有着深厚的色泽和红黑殷桃的香气。入口有丰富柔顺的果香，细致带着轻度烧烤的橡木香。绵长如丝般的尾韵。陈放年数后，单宁柔化，醇香更为迷人。适合搭配鸭胸，烧烤红肉，乳酪等食物。
